Id	Instance	Markers	New.Gold.Label
156001	"Nessa semana, ocorreram três reuniões em Brasília, com participação das centrais sindicais, empreiteiras e representantes do governo para tratar do assunto. Nos encontros, as partes concordaram em estabelecer como regra o processo de contratação dos trabalhadores das grandes obras do país por meio do Sistema Nacional de Emprego (Sine) e, dessa maneira, acabar com a figura do gato."	['N/A']	PT-BR
156104	"A taxa do cheque especial chegou a 9,55% ao mês e a dos empréstimos pessoais, a 5,71% ao mês. No acumulado do ano, os juros do empréstimo pessoal aumentaram 0,44 ponto percentual e os do cheque especial, 0,43 ponto percentual."	['N/A']	PT-BR
154930	"Federação Roraimense de Futebol (FRF), Clovis Rates afastou o atleta"	['N/A']	PT-BR
155165	"Papandreou apresentou o novo governo e pediu um voto de confiança do Parlamento em meio a uma rebelião interna em seu partido, o Socialista, num momento no qual busca a aprovação das impopulares medidas de austeridade fiscal prometidas em troca de um novo pacote de resgate financeiro internacional. As informações são da Dow Jones."	['N/A']	PT-BR
173988	"Recordando as responsabilidades do PS na aprovação do Programa Polís, Luís Graça lançou um repto ao actual presidente da Câmara de Faro para que “se junte ao PS na exigência que o projecto do Passeio Ribeirinho seja tornado público e discutido pelos farenses”."	['N/A']	PT
173174	"O ministro-adjunto e dos Assuntos Parlamentares, ""em princípio, vai ser ouvido na próxima terça-feira, às 10h"", adiantou Fernando Negrão."	['N/A']	PT-BR
174668	*** Nota do Gabinete de Comunicação da J.F. S.Vicente ***	['N/A']	PT
174319	"O jogo da próxima terça-feira, no Estádio Olímpico de Kiev, serve apenas para a Suécia cumprir calendário, já que, a par da República da Irlanda, é uma das selecções já sem hipóteses de apuramento para os quartos-de-final."	['N/A']	PT-PT
154969	"Com um contrato especial com operadora de telefonia móvel, a entidade oferecerá serviço para os associados falarem entre si gratuitamente, e um sistema tarifas menores, que permitirá uma redução de custos de aproximadamente 30%."	['N/A']	PT-BR
173951	"Esta indisposição de Ronaldo para defender – ou as eventuais ordens vindas de Paulo Bento para não o fazer -, dão à equipa portuguesa algumas vantagens noutros momentos. Em suma, quando tem a bola e é preciso atacar."	['N/A']	PT-PT
156687	"O 20º Batalhão de Polícia Militar (BPM), na Baixada Fluminense, onde trabalhavam os quatro policiais suspeitos de envolvimento na morte do menino Juan de Moraes, de 11 anos, é um dos quatro batalhões que mais matam no Rio de Janeiro."	"['policiais', 'policiais']"	PT-BR
172579	"Segundo as extensionistas sociais da Emater, responsáveis pelos serviços de ates nos projetos de assentamentos, Virgínia Avelar e Luzia Duarte, “o evento foi de grande valia para a comunidade, pois além de oferecer os serviços do cadastro único, evitou o deslocamento dessas famílias até a cidade de Porto Velho”."	['N/A']	PT-BR
173833	"Segundo o presidente da Junta de Travassos, Manuel Sousa, a explosão registou-se cerca das 08.30 horas, quando o ourives ""acendeu o maçarico"" para soldar uma peça."	['N/A']	PT-PT
156881	"«Tudo se resolveu de maneira satisfatória. Luka e o Real Madrid chegaram a acordo em tudo. Apenas surgiram algumas dificuldades perante a postura do Tottenham, mas tudo também será resolvido rapidamente», disse uma fonte próxima das supostas negociações, citadas pelo site 24sata.hr."	['N/A']	PT-BR
156927	"Segundo Rajoy, o entusiasmo da vitória não o impedirá de “pensar na imensa tarefa” que tem pela frente. De acordo com o novo primeiro-ministro espanhol, a meta é combater o desemprego e gerar oportunidades de trabalho. Rajoy disse também que a sua intenção é “fazer tudo o que for humanamente possível para melhorar a situação” da Espanha."	['N/A']	PT-BR
174149	"A Assembleia Municipal do Cartaxo aprovou as taxas do Imposto Municipal sobre Imóveis (IMI), Derrama e IRS a cobrar no concelho em 2012. As propostas para os três impostos de cobrança municipal reuniram consenso dos eleitos."	['N/A']	PT
174454	"No dia 31 de Julho, pelas 17h30, o autor de programas da Antena 2, Bruno Caseirão, irá apresentar uma palestra intitulada “Deus e o Homem”, num percurso pelos universos musicais de Bach e Beethoven."	['N/A']	PT-PT
172615	"Os dois times voltaram sem mudanças para o segundo tempo e o Fluminense mais preocupado em segurar a bola para evitar a pressão da equipe do Libertad. Aos quatro minutos, Maciel recebeu na entrada da área, girou para se livrar da marcação e bateu de esquerda mas a bola subiu muito."	['N/A']	PT-PT
155868	"O PSDB avalia estar melhor do que em 2006, quando o então candidato Geraldo Alckmin enfrentou dificuldades pela ausência de palanques nos estados. A avaliação da cúpula tucana é de que, se viajarem defendendo o nome de Serra, asseguram a presença da campanha do candidato em todas as regiões, independentemente dos aliados nos estados apoiarem ou não candidatos tucanos ou do DEM."	['N/A']	PT-BR
174786	"Arménio Carlos defendeu que, ao contrário do que disse Marcelo Rebelo de Sousa, «em 10 segundos», os trabalhadores «não estão a banalizar a greve geral porque não são masoquistas», até porque «quando fazem uma greve perdem um dia de salário no final do mês»."	['N/A']	PT-PT
172981	"A Câmara Municipal de Santiago do Cacém e a Associação de Cultura Recreio e Desporto - Estrela de Santo André assinaram um protocolo para a gestão e utilização do Campo Municipal de Vila Nova de Santo André. A cerimónia decorreu na tarde do passado dia 27 de janeiro, no Gabinete Municipal de Santo André."	['N/A']	PT
173152	O caderno de encargos previa que esse período fosse de cinco anos.	['N/A']	PT-BR
156828	"O presidente da Câmara Municipal da Praia, entidade organizadora deste ciclo de debates em parceria com a Fruter e com a Bioazórica, explicou que a Autarquia se envolveu neste projecto por acreditar que esse seu contributo pode fazer a diferença numa estratégia de geração de emprego."	['N/A']	PT-BR
156819	"Uma frente fria influenciará o tempo na faixa leste da Região Sudeste do Brasil. Haverá muitas nuvens e períodos com chuva no centro-leste de São Paulo, no Rio de Janeiro e no sul de Minas Gerais. No Espírito Santo, a chuva ocorrerá a partir da tarde."	['N/A']	PT-BR
174040	"O secretário de Estado da Energia disse que há aqui uma hipótese de troca de quotas que são interessantes, mas só serão possíveis com muito boas interligações e quando as tecnologias, daqui a uns anos, forem eficientes."	['N/A']	PT-PT
173595	"As eleições regionais estão previstas para outubro e o PS tem como candidato Vasco Cordeiro, ex-secretário regional da Economia."	['N/A']	PT-PT
156029	"O deputado estadual e 1º vice-presidente da Assembléia Legislativa de Rondônia, Hermínio Coelho (PT), reagiu com revolta à prisão do presidente da Assfapom, Jesuíno Bobaid, determinado pela Justiça de Rondônia a pedido do Comando Geral da Polícia Militar de Rondônia."	['N/A']	PT-BR
174773	"O defesa João Pereira ouviu hoje a palestra do seleccionador Paulo Bento, no segundo dia do estágio de preparação para o Euro 2012, sem que treinasse juntamente com os outros convocados durante os 15 minutos abertos à comunicação social."	['N/A']	PT-PT
172776	Creio que estas acções são manobras para justificar o peso financeiro das equipas em determinados organismos do Estado.	['N/A']	PT-BR
173082	"Os ecocentros estão instalados no Cadaval (junto às oficinas municipais), Charco (junto ao cruzamento para Pragança), Painho (na estrada que liga Painho a Figueiros) e Vermelha (junto ao cemitério)."	['N/A']	PT-PT
174626	"Na sequência do ciclo de conferências Território_Óbidos Comunidade Sustentável e Criativa, promovido pela Câmara Municipal de Óbidos, a Plio apresenta a primeira Conferência Oeste Evolui (COE), subordinada ao tema ""Política de Solo: novos desafios para a região Oeste"", agendada para os próximos dias 27 e 28 de Janeiro, em Óbidos."	['N/A']	PT-PT
154572	"O jogador treina no CT da Graciosa, mas ainda está com a papelada vinculada ao Botafogo-SP. Para domingo, na despedida do Paranaense, o Coxa também terá desfalques. O próprio Pereira e o zagueiro e lateral Lucas Mendes estão suspensos e não encaram o Cianorte."	"['CT da Graciosa, Botafogo-SP, Paranaense, Cianorte.', 'Botafogo-SP']"	PT-BR
154641	"A nova identidade foi lançada em dezembro, mas o período de transição de governo atrapalhou o início do processo de troca. Segundo o Ministério da Justiça, os cartões das pessoas selecionadas já estão prontos, pois foram feitos com base nos cadastros repassados pelos estados."	"['Ministério da Justiça, cartões das pessoas', 'A nova identidade foi lançada em dezembro, mas o período de transição de governo atrapalhou o início do processo de troca. Segundo o Ministério da Justiça, os cartões das pessoas selecionadas já estão prontos, pois foram feitos com base nos cadastros repassados pelos estados.']"	PT-BR
173156	"Os britânicos Iron Maiden sobem ao palco neste primeiro dia. Xutos & Pontapés encerram os concertos na noite de sábado. Pelo meio, muita música e animação. No domingo realiza-se o tradicional desfile."	['N/A']	PT-BR
154502	"A inflação quase no topo da meta e o forte ingresso de dólares obrigam o governo a tomar medidas de contenção que acabarão afetando o crescimento. O PIB industrial deve crescer cerca de 2,8%, após expansão recorde de 10,1% ano passado."	['N/A']	PT-BR
155914	"rísticas (BPTou) deixou quatro pessoas feridas, entre elas os dois bandidos. Manoel Francisco Alves, de 51 anos, teria sido usado como escudo. Ele foi atingido na testa e está em estado grave no Hospital Souza Aguiar. Ele trabalha como cobrador, mas era passageiro no ônibus."	"['ônibus', 'ônibus']"	PT-BR
172620	"O autor do pedido de afastamento derrubado nesta quarta-feira na Câmara, Valdir Terrazan (PSDB), lamentou o resultado e disse que sua frustração reflete o sentimento da população. ""O meu sentimento e dos vereadores que apoiaram o afastamento é de frustração, e reflete o sentimento de cidadãos que esperavam uma resposta mais firme da Câmara Municipal perante a uma situação tão grave"", afirmou Terrazan."	['N/A']	PT-BR
174014	"Para o maior jornal desportivo espanhol, o guarda-redes Rui Patrício e o trio formado por Matias Fernandez, Capel e Izmailov ""são os grandes trunfos"" do adversário do clube basco."	['N/A']	PT
173379	"Foi um ano muito preenchido, muito exigente, começámos logo por ter trabalhos no parlamento, com a necessidade de sermos céleres e rápidos para cumprir algumas das disposições que o calendário previsto no memorando de entendimento impunha, disse à agência Lusa o presidente do grupo parlamentar do PSD, Luís Montenegro."	['N/A']	PT-PT
155210	"O presidente da Confederação Nacional da Indústria (CNI), Robson Braga, disse que em fase posterior, provalvelmente em maio, o governo pretende discutir medidas para melhorar a competitividade das exportações brasileiras, como a redução de tributos sobre a folha de pagamentos e antecipação da devolução de impostos pagos indevidamente por exportadores."	['N/A']	PT-BR
155509	"GRAMADO - O Festival de Cinema de Gramado, que este ano ocorre entre os dias 6 e 14 de agosto, começa a vender ingressos de suas sessões de gala a partir do dia 31 de julho. Quem não está na cidade pode fazer a compra através do site www.festivaldegramado.net, em parceria com o Compre Ingressos."	"['Festival de Cinema de Gramado', 'GRAMADO - O Festival de Cinema de Gramado,', 'gala , sessões']"	PT-BR
155944	"Com a anexação, ambos os territórios passaram a ser considerados pelo governo israelense como parte integral do país, e suas leis passaram a vigorar tanto nas colinas de Golã como em Jerusalém Oriental."	['N/A']	PT-BR
174305	"Alexandre Soares dos Santos defendeu «uma política de motivação, em que as pessoas são remuneradas de acordo com a performance que é exigida», realçando que estabelecer tectos salariais é «convidar os incompetentes a irem para lá»."	['N/A']	PT
172557	"Dos 25,51 bilhões de litros de etanol que deverão ser produzidos, 17,21 bilhões serão de etanol hidratado e 8,30 bilhões de etanol anidro. Esse volume de etanol anidro é suficiente para atender à mistura de 25% do produto na gasolina, mesmo considerando uma menor parcela da frota flex utilizando etanol hidratado em função da consequente migração para o consumo de gasolina."	['N/A']	PT-BR
155862	"Os valores oferecidos pelo Governo aos donos das terras são baseados numa avaliação fundiária; e nunca agradam. Os proprietários, apesar de quererem sair dali por se tratar de áreas de morraria e oferecer pouca possibilidade de produção, questionam e discordam dos valores. “Há sim um jogo de interesses para valorizar a terra”, explica Leonardo."	['N/A']	PT-BR
174189	"24 abril - Um motociclista foi colhido por um comboio na passagem de nível de São Marcos da Serra, Messines. O homem terá partido a cancela ao embater com a motorizada e caído para a linha férrea, tendo sido depois colhido pelo comboio Alfa-Pendular que seguia em direção a Faro."	['N/A']	PT
172703	Vista é um evento consolidado. O Pacaraima será o grande desafio deste	['N/A']	PT-PT
155336	"Um dos aviões fará embarques em Johannesburgo, na África do Sul, e em Yaoundé, em Camarões. O outro, em Bamako, no Mali, e em Nairóbi, no Quênia. O retorno ao Brasil será no dia 14."	['N/A']	PT-BR
172530	"António Gedeão, Fernando Pessoa, David Mourão-Ferreira ou José Régio, são apenas alguns exemplos de poetas que escreveram sobre esta época do ano."	['N/A']	PT
172731	"É por isso que a França, sem fechar o caminho da negociação e do diálogo com o Irão, quer sanções mais rigorosas, reforçou Alain Juppé."	['N/A']	PT-BR
156575	"Além de Olivetto, que ficou durante 53 dias nas mãos dos criminosos, em 2001, no Brasil o grupo já havia sequestrado o publicitário paulista Geraldo Alonso, que pagou US$ 3 milhões de resgate, depois de ficar 36 dias em cativeiro. A polícia suspeita que Ortega, responsável pela criptografia das comunicações do grupo, já esteja no Chile ou na Argentina, e que Becerra tenha se refugiado na Colômbia."	['N/A']	PT-BR
156383	"De acordo com o Ministério do Desenvolvimento, Indústria e Comércio Exterior (MDIC), as concessões são apenas para equipamentos com especificações restritas e não alcançam todos os produtos abrangidos pelos códigos da Nomenclatura Comum do Mercosul. Entre os sete itens estão equipamentos para o setor de semicondutores destinados a circuitos integrados de memória e máquinas para testes automáticos e personalização de módulos de semicondutores."	['N/A']	PT-BR
174524	"Marco António Costa deixou o cargo de vogal não executivo para assumir a Secretaria de Estado da Segurança Social do actual Governo e Mário Almeida, presidente da Câmara de Vila do Conde, anunciou em Julho de 2011 renunciar ao mesmo cargo. Também o vereador da Câmara do Porto Gonçalo Gonçalves renunciou ao cargo em Março."	['N/A']	PT-PT
156404	"O que interessa à Colômbia, mais do que qualquer tipo de punição contra os venezuelanos, é que o Governo da Venezuela coopere, como é a sua obrigação, afirmou o embaixador colombiano na OEA, Luis Alfonso Hoyos, à imprensa local."	['N/A']	PT-BR
155380	"Além da substituição de três conjuntos de bomba outros mais modernos e eficientes, a Cedae fará a instalação de 1,2 mil novas ligações prediais hidrometradas."	['N/A']	PT-BR
154684	"Pouco antes da votação da emenda do PMDB, o líder do governo, Cândido Vaccarezza (PT-SP), tentou impor a orientação do Executivo."	"['Pouco antes da votação da emenda do PMDB, o líder do governo, Cândido Vaccarezza (PT-SP), tentou impor a orientação do Executivo.']"	PT-BR
173757	Aos campeões valeu um santo Casillas e um árbitro que não viu dois penáltis	['N/A']	PT-PT
173747	"Teresa Leal Coelho, jurista, foi a segunda candidata do PSD às legislativas de 5 de junho no círculo do Porto. Em 2001, fundou com o atual presidente do PSD, Pedro Passos Coelho, o movimento 'Pensar Portugal'. O também jurista e comentador político Carlos Abreu Amorim encabeçou a lista do PSD no círculo de Viana do Castelo."	['N/A']	PT
173991	Para o Fórum o aumento do prazo deve ser “considerado como uma alternativa de emergência”.	['N/A']	PT-PT
154908	"A polêmica ganhou ainda mais força quando, no ano passado, a CBF resolveu reconhecer os títulos nacionais conquistados antes da criação do Campeonato Brasileiro, entre 1959 e 1970. Se aquelas conquistas fossem levadas em conta, o Santos teria direito ao troféu, pois foi o primeiro pentacampeão."	['pentacampeão']	PT-BR
172553	"Em 8 de maio do mesmo ano, a quadrilha da qual Daniel era integrante invadiu outra agência do Banestado, desta vez no bairro Santa Cândida, em Curitiba. Durante a fuga, o bando baleou o capitão da PM Jonas Mateus de Almeida e uma mulher de 53 anos."	['N/A']	PT-BR
154909	Congoleses geralmente cruzam a fronteira com Angola para trabalhar como nos distritos de mineração entre os países.	['N/A']	PT
156798	"A questão é que um elevado número de alunos por turma, retira eficácia de aprendizagem, quer porque o acompanhamento deixa de ser mais direcionado para as características concretas das pessoas que formam essa turma, quer porque a possibilidade de participação nas aulas é mais reduzida, entre outras razões."	['N/A']	PT-BR
156312	"Um conhecido humorista da terrinha, que contava piadas para divertir os convidados, decidiu fazer uma enquete:"	"['Um conhecido humorista da terrinha, que contava piadas para divertir os convidados', 'Um conhecido humorista da terrinha', 'enquete']"	PT-BR
156230	"Para ele, ""não existe a alternativa de deixar esse desequilíbrio (oferta/demanda) indefinidamente"", afirmou, em palestra no seminário ""Grau de Investimento, um novo ciclo para o Brasil"", promovido pela Associação e Sindicato dos Bancos do Rio de Janeiro, na capital fluminense."	['N/A']	PT-BR
174854	"Na noite do passado dia 22 de Maio, 22 membros das comissões de utentes das Caldas da Rainha, Torres Vedras e Peniche reuniram-se no Centro Cívico da Associação de Desenvolvimento da Cabeça Gorda (Lourinhã). De fora do encontro ficou a Comissão de Utentes do Hospital de Alcobaça, dado que este grupo defende a saída do Centro Hospitalar Oeste Norte, passando a unidade a reportar ao Hospital de Leiria."	"['utentes; reuniram-se', 'reuniram-se']"	PT-PT
173882	"“Esta Câmara Municipal tem pautado a sua actuação por total transparência relativamente à gestão orçamental e municipal. Toda a informação é disponibilizada e todo e qualquer munícipe sabe e pode analisar o que foi feito, o que está a decorrer e quais as acções futuras”, concretiza."	['N/A']	PT-PT
172946	"Em declarações aos jornalistas, à margem da visita estatutária que o Governo Regional está a efetuar à ilha Graciosa, o governante adiantou que essa decisão ""não põe em causa o fornecimento de medicamentos às populações""."	['N/A']	PT-PT
174008	"Miguel Leal Coelho, responsável pelas actividades comerciais e o centro de espectáculos, é assim o único membro da administração que continua no cargo, uma vez que foi nomeado a 3 de Novembro de 2010, terminando o seu mandato em 2013."	"['actividades; espectáculos', 'actividades']"	PT-PT
173246	As sanções por infracção a qualquer das normas incluem a retirada do direito à referência ao modo de produção biológica para o produto e penalidades mais severas para transgressões mais graves.	['N/A']	PT-PT
155148	"Esperamos que esta foto apareça nos livros nos próximos anos, disse Kenneth Todd, diretor da Nasa. ""Será ótimo ter o ônibus espacial representado lá conosco e com os parceiros internacionais"". Enquanto o comandante russo Smitry Kondratyev posicionou a nave, Paolo tirou fotos e gravar vídeos para a Nasa."	['N/A']	PT-BR
155833	"Sem família, João e a irmã passaram a adolescência em abrigos."	['N/A']	PT-BR
154882	"O embaixador do Brasil no Haiti, Igor Kipmann, atribui a burocracia e a morosidade no processo ao governo caribenho. Segundo ele, não é certo que, na volta, os estudantes encontrem uma estrutura pronta para recebê-los, já que a responsabilidade pela reconstrução da infraestrutura das universidades é do Haiti. ?Eu espero que sim, mas é algo que não temos como garantir.?"	['N/A']	PT-BR
173702	"As candidaturas apresentadas para o Tribunal Constitucional mostram que acham que a lei é um filme dos irmãos Marx. Em que os actores gozam com os espectadores que, no caso, são os cidadãos."	['N/A']	PT-PT
156269	"A Bolsa de Cingapura fechou em baixa, uma vez que investidores cautelosos realizaram lucros à espera das eleições gerais da cidade-Estado nesta semana e por conta de preocupações sobre a divulgação das dívidas soberanas da Europa. O índice Straits Times perdeu 0,8% e fechou aos 3.153,57 pontos."	"['Cingapura', 'Cingapura']"	PT-BR
172738	"Às 8h30 desta quinta-feira, a Bovespa publicou uma mensagem em sua página no microblog confirmando a invasão e informou que já entrou em contato com o Twitter para apagar as mensagens."	['N/A']	PT-PT
173644	"15,30 Horas – Feira do Livro e Exposição de Pintura;"	['N/A']	PT-PT
156696	"Para o prefeito Tião Serraia, a parceria do senador Raupp e da deputada Marinha Raupp a administração municipal traduz em benefício direto a população. “Sou testemunha de que este casal tem dedicado suas vidas para servir aos rondonienses, o que muita nos honra”, registrou o prefeito, ao agradecer o apoio que os parlamentares têm dado ao desenvolvimento do município."	['N/A']	PT-BR
155778	"Além de um total de 11 prêmios Emmy que já recebeu, a série ganhou outros 40 prêmios e quatro Globos de Ouro. Está na quarta temporada nos EUA, que estreia no Brasil em 2011 na HBO. O terceiro ano deve ser reapresentado neste semestre pelo canal."	['N/A']	PT-BR
172643	Apelação nº 1001357-55.2009.8.22.0014 - (TJ RO)	['N/A']	PT-PT
174622	"O Villarreal, agora comandado pelo ex-guarda-redes do Atlético Madrid Molina, permanece na zona de despromoção, ao ocupar o 18.º e antepenúltimo posto, com 16 pontos."	"['ex-guarda-redes; despromoção; antepenúltimo', 'ex-guarda-redes']"	PT-PT
172975	"A tradição e a inovação vão juntar-se na Feira da Serra, na tão aguardada ante-estreia da exposição “Design&Ofício”."	['N/A']	PT-BR
154793	"O que estávamos discutindo era a necessidade de chegar a esse setor, ou a este segmento, que durante muitos anos sofreu, padeceu esta situação por não ter uma reivindicação de seus próprios direitos, e hoje encontra uma solução definitiva com a sanção da lei, continuou."	['N/A']	PT-BR
173113	"A Broadway Malyan é a autora do projeto de requalificação do anteporto da Marina de Vilamoura, incluindo novos edifícios e espaços exteriores, anunciou a empresa de arquitetura em comunicado."	['N/A']	PT-BR
174653	A autarquia louletana espera que dois projetos idênticos sejam lançados em breve nas freguesias do Ameixial e da Tôr.	['N/A']	PT-PT
156726	"Com base nas notas da prova, é calculado o Índice de Desenvolvimento da Educação de São Paulo (Idesp), número que une o desempenho dos estudantes em matemática e língua portuguesa e ainda reflete dados de aprovação, reprovação ou abandono escolar. Ele permite comparar as notas das séries entre os anos e também possibilita a percepção das diferenças de desempenho entre as escolas da rede."	['N/A']	PT-BR
155047	O réu Ivan Nei Batista Filgueira Filho foi condenado a 12 anos de prisão em regime fechado pelo assassinato de Cleyton Glauco Castrillon de Arruda. O crime aconteceu no ano de 2001 na cidade de Cáceres (250 quilômetros de Cuiabá). Este foi o terceiro acusado condenado pelo crime. O julgamento aconteceu em Cuiabá.	['N/A']	PT-BR
173560	"As emissões de gases com efeito de estufa caíram 4,6% em 2009 em Portugal, confirmando a separação entre desenvolvimento económico e emissões atmosféricas, devido à introdução do gás natural e às melhorias na produção industrial, o INE."	['N/A']	PT-BR
155614	"A expectativa é de que reforços cheguem ao clube nos próximos dias. Foi o que garantiu o empresário Luiz Alberto Oliveira, parceiro do Avaí. Sem citar nomes, Luiz Alberto confirmou que há negociações em andamento e pediu o apoio da torcida para que o Leão dê a volta por cima."	['N/A']	PT-BR
172666	"Muniz pondera que a CPI não quer sair fazendo ‘um caça as bruxas’, mas defende a necessidade de fiscalização. “Temos que acompanhar também a distribuição e fiscalizar. A tarifa é absurda e a CPI, também, no final dos trabalhos pode analisar e concluir que está tudo certo”, pondera."	['N/A']	PT-PT
173005	"e) Deve manter-se a cirurgia geral programada, no todo ou em parte, em função dos espaços disponíveis e da concentração de outros serviços no Hospital das Caldas da Rainha e que venham do Hospital de Torres Vedras, e desde que não haja descaracterização da sua matriz essencial."	['N/A']	PT-PT
154707	"Para a realização de obras, haverá interdição parcial alternada na Avenida Brasil, na altura do Trevo das Missões, mas deixando liberadas no mínimo duas faixas de trânsito na via principal e uma na via lateral, sentido Centro."	['N/A']	PT-BR
172868	"O Observatório considera civis todos os sírios que não pertencem às forças militares, incluindo os membros das milícias que combatem o governo."	['N/A']	PT-PT
172450	"Segundo Urzúa, de 55 anos, a pensão não muda o processo contra o Estado pela falta de fiscalização nas minas."	['N/A']	PT
172921	"Em 4 de Abril passado, o suicídio em plena praça Syntagma, frente ao parlamento, do farmacêutico aposentado Dimitris Christoulas, de 77 anos, originou uma profunda comoção no país e culminou em violentos confrontos com a polícia de intervenção no centro da capital grega."	['N/A']	PT-BR
174293	Após a prova o atleta confessou que quando olha para o alvo «os limites não são muito claros» mas prefere competir sem óculos por se sentir «desconfortável» com eles.	['N/A']	PT-PT
174577	"Contudo, alertou Cavaco Silva, o apoio da sociedade aos «ambiciosos programas de correção dos desequilíbrios orçamentais» e às «profundas reformas económicas», que «se tornaram consensualmente inadiáveis e aceites como necessárias», só «se manterá se os sacrifícios não forem em vão, se existir a convicção de que as reformas irão permitir retomar uma trajectória de crescimento sustentado»."	['N/A']	PT-PT
154616	"O São Paulo abriu o marcador em sua primeira jogada ofensiva. Juan avançou pela esquerda, chegou à linha de fundo e cruzou na cabeça de Dagoberto, que escorou para o gol."	['N/A']	PT-BR
156321	"contribuinte, foi abolido. Agora, o titular do documento sai da agência com o número do"	['N/A']	PT-BR
172549	"A escolha do tema de seu trabalho acadêmico é mais séria do que a escolha de um cônjuge. Casamentos podem ser desfeitos, mas um trabalho acadêmico será seu e você será dele até depois que a morte os separe. Seu trabalho acadêmico é como um filho. Você pode até ter mais que um, mas jamais irá divorciar-se de um deles."	['N/A']	PT-BR
172788	"O Leixões e a Oliveirense empataram este domingo 1-1, em jogo a contar para a 27.ª jornada da Liga Orangina, com os matosinhenses a ficarem a sete pontos da zona de promoção."	['N/A']	PT-BR
155494	"Representante da Casan, Lederson José Albino informou que o projeto já existe, basta o relatório da previsão de consumo de cada área para que seja determinada a vazão necessária."	['N/A']	PT-BR
174316	O ex-Presidente da República fará parte da comissão de honra do congresso.	['N/A']	PT
156878	"Cartões amarelos: Thiago Silva (BRA); Rondón (VEN), González (VEN), Moreno (VEN)"	['N/A']	PT-BR
174407	"Priscila Fernandes é a vencedora do Prémio EDP Novos Artistas 2011, no valor de 10.500 euros, anunciou hoje a organização do galardão no Museu da Eletricidade, em Lisboa."	['N/A']	PT-PT
172623	"Foi inaugurado a 29 de Junho o Parque de Lazer do Pó, uma cerimónia que decorreu no âmbito das comemorações do 98º aniversário do concelho do Bombarral."	['N/A']	PT-BR
154816	"Na cintura do acusado foi encontrada a arma do crime, um revólver calibre 38 . No interrogatório, Diego Santos Inácio confessou ter cometido o crime e que teria sido contratado por Odenir José Ribeiro Neto, o ? Nenen da Mabel?, na cidade de Dourados-MS, a mando de Claudemir Guimarães Cordeiro e Elizângela Patrícia Cardoso , respectivamente genro e filha das vítimas, para ficar com a herança da família."	['N/A']	PT-BR
174217	"Em declarações à Lusa, o presidente da autarquia, Adelino Sousa Lima, atribuiu o insucesso dos assaltantes ao facto de a caixa Multibanco se encontrar numa zona bastante ventilada, «o que fez diluir o gás injectado pelos assaltantes» e tornar «branda» a explosão."	['N/A']	PT
