596	"Los atletas Miguel Ángel Barzola en categoría masculina, y Malika Asasah en la femenina, se han impuesto en la vigésimo séptima edición de la san Silvestre de valencia que se ha disputado con la participación de cerca de 12.000 deportistas."	ES-ES
1649	"De las declaraciones efectuadas ante el Parlamento del Reino Unido por el canciller de ese país William Hague, y dadas a conocer ayer por el Foreign Office, la reciente decisión de los países del Mercosur de prohibir la entrada a sus puertos de buques comerciales que lleven la bandera pro británica de las Malvinas quedará en una mera acción declamativa."	ES-AR
3238	"No quiere hacerse cargo de los problemas, remarcó Randazzo luego de que Macri recurriera ayer a la Justicia federal para que se le ordene al Poder Ejecutivo nacional que ""se abstenga de ejecutar cualquier acto"" que implique continuar con el traslado de los subterráneos a la órbita porteña."	ES-ES
3508	"?Soy instructor de 4x4 en el Perú. Enseñamos a manejar. También organizamos el trofeo americano de todo terreno, el TATT. Mi especialidad son las dunas? , agrega León."	ES-AR
1938	"El número medio de afiliados a la Seguridad Social aumentó en 22.457 personas en marzo, hasta los 17.594.808 trabajadores, según datos del Ministerio de Trabajo e Inmigración. Así, después de haber subido en 26.340 personas en febrero, la Seguridad Social registró tasas positivas por segundo mes consecutivo, tras haber sufrido caídas durante los seis anteriores. La cifra de marzo supone un 2,57% menos de trabajadores que en el mismo mes del año pasado, lo que refleja una moderación en la caída, ya que entonces la tasa de afiliación decrecía hasta el 6,50%."	ES-ES
3214	"El DUP debía este sábado comunicar al Gobierno británico su decisión para que el ministro del Ulster, Peter Hain, pudiera ordenar la restauración de la autonomía de la provincia, que permanece suspendida desde octubre de 2002, el próximo lunes, la fecha límite impuesta por Londres y Dublín en el acuerdo de Saint Andrews, de noviembre de 2006."	ES
1971	"No tardó en aprovecharlo Muñiz con la presencia de Obinna. El nigeriano sólo necesitó veinte segundos en el campo para marcar en un pase en profundidad de Benachour, que permitió al delantero explotar su mejor virtud, la velocidad. El tercer gol ya fue una losa imposible de levantar, máxime en el tercer remate a puerta que había hecho el Málaga."	ES-ES
1869	"Una hora después, una vez escampó casi por completo la niebla, salió a la pista para completar tandas de tres y cuatro vueltas, hasta realizar un total de trece."	ES-ES
1898	"Justo el día antes de la celebración de este acto de conciliación, la directiva del Palencia se puso en contacto con el despacho de abogados de Roiz para intentar llegar ya a un acuerdo, pero los letrados lo primero que solicitaron fue hablar de las cantidades económicas que debe percibir el jugador, por lo que no se produjo ningún acercamiento."	ES-ES
1655	"Si nos preguntamos qué es lo más importante en nuestras vidas, las respuestas habituales son la salud, la familia, el trabajo... Cuando afrontas una enfermedad que amenaza tu vida, cambian las prioridades. Los enfermos consideran que lo más importante de la vida es el tiempo, para dedicarlo a lo que más nos gusta o compartirlo con las personas que queremos. «¿Cuánta vida me queda?» es la pregunta que más se repite. «Si tuviera más tiempo », se añade. ¿Necesitamos perder algo para poder apreciar su auténtico valor? ¿Podemos aprender a vivir cada día como si fuera el último?"	ES
2494	"Libres del Sur estuvo en 2007 con CFK, en 2009 con Pino y 2011 con Binner. Les pido disculpas si mi memoria no lo retiene. Fuerte abrazo!"	ES
3598	"Hoy por hoy, dice Ramón de Llano, un alojamiento rural debe tener las mismas comodidades que un hogar, «desde internet, hasta televisión por satélite», y luego aportar algún plus, de ahí que cada vez sea más frecuente ofrecer servicios de spa y piscinas climatizadas."	ES
2871	"Desde el Ente Administrador Puerto Rosario, en tanto, consideraron que se trata de una movida política e insistieron en que el proyecto no afectará a los empleados."	ES
1476	"La ausencia del escolta estrella Brandon Roy no impide a los Trail Blazers con Matthews, ex jugador de los Jazz, y Aldridge dominar al equipo de Utah, que llegaron de ganar la pasada noche a los Clippers de Los Ángeles."	ES-ES
2732	"A través de este plan, el Ayuntamiento de Caudete quiere apoyar la creación de empresas en el municipio, siguiendo criterios de generación de empleo, incluido el autoempleo, la contratación de personas con dificultades especiales para la inserción laboral, la adopción por la empresa de formas jurídicas de economía social y los proyectos promovidos por personas con minusvalía."	ES-ES
4390	"El año pasado sólo hubo tres reuniones incluida la de presentación. “Creemos que se debe crear un cronograma de trabajo establecido con antelación para no perder continuidad en el debate”, afirma la Federación por medio de un comunicado."	ES
3048	"A diferencia de años anteriores, las consultas se efectúan a lo largo de todo el año. Si bien el interés por adquirir o alquilar aumenta en el verano, la demanda se sostiene también en otras estaciones. Así lo reveló Sandra Mathieu, de la inmobiliaria Porta, quién aseguró que la demanda es “terrible”."	ES
4359	"Por su parte, la cuenta de capital, que recoge las transferencias de capital procedentes de la UE, tuvo un superávit de 3.641,2 millones de euros, el 76,39 más que un año antes."	ES
1230	"Sobre los 27, luego de que el Chori Domínguez cayera en el área de Quilmes y Lunati no sancionara penal, Caruso Lombardi reclamó la amarilla porque creía que el ex Valencia había simulado, lo que lo llevó a cruzarse con Almeyda, a quien burló haciendo gestos de acomodarse el pelo detrás de la oreja mientras le gritaba ""puto"". De ahí en más, el partido se volvió electrizante, ya que el juego, pese a no ser del todo claro, no se detenía en el medio campo."	ES-AR
485	"En cuanto a los tres senadores del PP, Gonzalo Piñeiro, Luis Bárcenas y Encarnación Salmón, el grupo parlamentario en el Senado se reunirá hoy, lunes, para el reparto de responsabilidades."	ES-ES
2738	"”Como lo increíble también entra por los ojos, creímos necesario que Hay Que Ir tuviera una apertura visual con fotografías de las recomendaciones y un innovador diseño. Además de brindar la información necesaria, HQI te adelanta con qué te vas a encontrar, casi como en vivo y directo”"	ES
3193	"En un informe publicado por los ingenieros del INTA Manfredi que participaron de la misión, se destaca la creciente presencia de la maquinaria agrícola argentina en suelo ucraniano, en donde las ventas de máquinas y agropartes superaron los u$s35 M en los últimos 5 años. ?El volumen de venta va creciendo año tras año y muy posiblemente el INTA firme algunos convenios con instituciones homónimas para el desarrollo de la Siembra Directa en Ucrania todo con máquinas Argentinas?, señala el informe."	ES-AR
1381	"Los ganadores de los tres premios recibieron un premio consistente en un reconocimiento público que acreditará su trayectoria profesional y la promoción de su empresa mediante una campaña publicitaria en medios de comunicación pública, según las mismas fuentes."	ES-ES
2565	"A pesar de que 'Amar en tiempos revueltos' ha culminado su quinta temporada con las mejores cifras de toda su historia, sus responsables ya visualizan el final de la ficción. «Yo sí acabaría la serie, quizá no ahora, porque pienso que agotar el material no es bueno. 'Amar...' debe tener su final en el momento en el que las historias hayan llegado a su punto de saturación, aunque es una opinión personal», advirtió Rodolf Sirera."	ES
2376	"Stefanon denunció el 12 de enero pasado haber sido víctima de un robo en el barrio de Palermo, cuando llevaba el dinero desde la Secretaría General de la Presidencia de la Nación hacia su casa. La plata debía ser llevada a Aeroparque, desde donde partiría al día siguiente el avión presidencial hacia Egipto, Qatar, Kuwait y Turquía."	ES-AR
1209	"Fuentes diplomáticas expresaron su convencimiento de que el Gobierno marroquí no está detrás de este tipo de iniciativas, por lo que no temen que este tipo de protestas dirigidas a reivindicar la marroquinidad de Ceuta y Melilla vayan a más."	ES-ES
1749	"Cerrando la oferta, Santa María de Luján (Acceso Oeste y ruta 6) ofrece lotes amplios (2.000 metros cuadrados) con todos los servicios y financiación del desarrollador a convenir. Como en el resto de los emprendimientos, vecinos del oeste de la ciudad de Buenos Aires y del conurbano están eligiendo estas tierras para vivir e invertir."	ES-AR
3848	El ayuntamiento había solicitado al Gobierno de la Comunidad de Madrid que pospusiera la inauguración del hospital en plena campaña electoral por considerar que se trataba de un acto de proselitismo para las elecciones del 9 de marzo. El Ejecutivo regional desestimó la petición.	ES-ES
2235	"La comunidad rusa en otros países también convocó a través de Facebook concentraciones en París, Londres, Barcelona, Vancouver, Washington, Nueva York y otras ciudades para expresar su rechazo a los resultados de las elecciones parlamentarias que dieron la victoria al partido oficialista Rusia Unida (RU)."	ES
2638	"Para la puesta en marcha de la primera etapa fueron afectados en forma directa alrededor de 100 agentes de la Administración Provincial de Impuestos (API) de las áreas de fiscalización interna, selección y control."	ES
900	"Mientras, Del Olmo, que sí que jugó contra el Santa Pola, es uno de los jugadores que tiene dos años de contrato todavía con el Hércules, que lo quiere ceder. El centrocampista vasco mantuvo hoy una conversación con Esteban Vigo sobre su futuro y, posteriormente, se reunió con el secretario técnico, Francisco Escudero 'Paquito'."	ES-ES
1265	"Ese es nuestro gran hándicap, ha enfatizado Portugal y ha opinado que la ""ansiedad"" por ganar en El Sardinero ""echa al traste la soltura de juego que tenemos fuera de casa"". Pese a todo, Portugal reconoce que la afición ""siempre ha estado con el equipo"" y ha añadido que espera que lo siga estando en lo que queda de temporada."	ES-ES
1463	"El ministro, junto con el intendente de Rosario, Miguel Lifschitz, y Garo, encabezó el pasado jueves, en Rosario, un encuentro con representantes de distintas instituciones públicas y privadas de la ciudad. La finalidad de la reunión, que tuvo lugar en el Centro de Innovación y Desarrollo Local (CIDeL), fue coordinar esfuerzos y definir objetivos conjuntos ante la posibilidad de que no se renovara el permiso para continuar con la operatoria de los vuelos de LAN en Rosario."	ES-AR
4389	El documento enviado por el Ministerio señala que en la presente campaña la exportación compró 3 M/toneladas entre junio y diciembre; 1 M/toneladas en diciembre; y finalmente adquirirá un total de 3 M/toneladas adicionales durante enero.	ES
3893	"La complejidad de los códigos se simplifica los días de lluvia y en las horas pico , cuando lo que más se escucha son puteadas en buen criollo, por las demoras."	ES-AR
4653	"Pero en el gabinete de Miner, Obama desarrolló tareas muy fructíferas. El candidato a la Casa Blanca dirigió proyectos que luego le han sido muy útiles tanto para montar sus campañas como para su currículum político. Es el caso de los 150.000 nuevos votantes negros que logró registrar para las elecciones de 1992, con un patrón que sin duda se repetirá en los próximos meses de cara a las generales del 4 de noviembre."	ES
3725	"La iniciativa también tiende a alentar las sinergias entre las firmas cuya actividad principal son las Tecnologías de la Información y las Comunicaciones (TIC), las biotecnologías vinculadas al sector de alimentos y salud, el diseño en comunicación audiovisual, las universidades y los centros tecnológicos y de investigación de Rosario y el resto de la provincia."	ES-ES
3827	"La Federación de Industriales de Santa Fe (Fisfe) se mostró a favor de la decisión del gobierno nacional de ampliar las licencias no automáticas a la importación, algo que avaló la propia Unión Industrial Argentina, pero que fue rechazado por la Unión Industrial de Córdoba mediante un comunicado de prensa."	ES
2236	Desde la producción de Ideas del Sur confirmaron que la mediática joven ya es parte de la lista de figuras que dieron el si para este 2011.	ES-ES
3552	"El nuevo dinosaurio español destaca no solo por su novedad, su tamaño y su excelente conservación, sino porque aporta información inesperada sobre la historia de este tipo de animales del Cretácico inferior. Pertenece a los carcadorontosaurios, una familia de dinosaurios que se consideraba hasta hace no mucho original del hemisferio Sur. El hallazgo de un ejemplar de esta familia en el Reino Unido hace unos años y, ahora, el muy completo fósil de Las Hoyas, ambos muy primitivos y en el hemisferio Norte, exige rectificar la idea que se tenía de su trayectoria evolutiva y geográfica."	ES
4976	"Aguilar señaló que a pesar de que en los presupuestos para 2010 se recogía una disminución en gasto militar del 6,2%, finalmente esta reducción será sólo del 2,4%."	ES-ES
1502	"Los Premios Web de Las Provincias, que celebran su primera edición este año, tienen como objetivo reconocer y apoyar los mejores trabajos online realizados en la Comunitat Valenciana."	ES-ES
420	"China permitió que el yuan subiera un 2,3% desde que anunció en junio un tipo de cambio más flexible. La mayor parte del aumento fue en las últimas semanas, luego que la Cámara de Representantes estadounidense aprobó un proyecto que impondría sanciones a los países que manipulen sus monedas."	ES
3473	En todos los casos en los que las pruebas arrojaron un resultado positivo por alcoholemia se instruyeron diligencias en la unidad de Atestados para dar cuenta a la autoridad judicial.	ES
4179	"Cuatro personas resultaron heridas por inhalación de humo tras el incendio de una vivienda en el municipio malagueño de Ronda, según informaron a Europa Press fuentes del Sistema de Emergencias 112, que añadieron que los afectados no tuvieron que ser trasladados a ningún centro sanitario."	ES-ES
2070	"Otro de las amenazas que se advirtió en el foro agroindustrial es la posibilidad de que el gobierno nacional prohíba que los contenedores cargados en los puertos del país puedan hacer transbordos en Montevideo, una conexión que el interior quiere explotar ante los múltiples inconvenientes que genera la operatoria por el puerto de Buenos Aires. Si bien, de prosperar, afectaría a la carga de contenedores, con el correr de los años cada vez más granos se embarcan por contenedores."	ES-AR
756	"Los vecinos 'montan en cólera', porque las fincas son herencia de sus abuelos y por las cuales están pagando contribuciones hace 80 años, fincas que se han registrado en cuatro ocasiones por diferentes propietarios."	ES-ES
4020	"Así, durante los cuatro días que dura el evento, serán varias las empresas que ofrecerán viajes por un precio más que asequible."	ES-ES
1846	"Los arrendatarios se han vuelto más exigentes y selectivos tanto en las prestaciones como en el coste de los inmuebles, lo que obliga a muchos dueños de pisos a mantener los precios del alquiler e incluso a bajarlos para evitar que sus inquilinos encuentren un chollo y se vayan con sus maletas a otra parte."	ES-ES
3249	"La ministra aseguró que se trata de ""una actitud mezquina de una empresa que se ha beneficiado con las políticas activas de este gobierno""."	ES-AR
4717	"Tanta era la actitud ofensiva del local, que Mancini no dudó en poner a Dzeko, a los 21 minutos, en lugar de Johnson. Liverpool desapareció en los últimos minutos y se refugió en el fondo. El City iba para delante pero le faltaban ideas y su fútbol se sumergió en centros sin destino. Así, la victoria se la llevó el visitante por lo hecho en el primer tiempo."	ES-ES
729	"Su estreno bajo las sábanas, en el primer 'edredoning' de la temporada, fue algo templado, pues a pesar de los roces, caricias y achuchones, la pareja no llegó a 'mayores' y ambos se quedaron algo decepcionados. El boxeador Julio 'El Feroz' aseguró que Flor, la concursante argentina, era una estrecha pues él se quedó con la miel en los labios. Ella, sin embargo, pareció satisfecha con la situación y comentó a sus compañeros que ella no quería ir tan deprisa y que paró al boxeador antes de que el tema se les fuera de las manos."	ES-ES
4142	"La vida es un juego. Con alegrías, tristezas, frustraciones, ilusiones, contratiempos? Nadie se escapa a todo esto. Y, en ocasiones, sobre todo cuando las cosas no marchan a nuestro favor, creemos que esos males sólo nos suceden a nosotros. De hecho, nos solemos sorprender, envidiando en los demás nuestras carencias. Y lo cierto es que ni el talento, poder, bienes materiales y las adulaciones femenina o masculina hacen que la vida sea más satisfactoria."	ES-ES
2922	"Un grupo de empresarios y actores del sector turístico de Rosario, liderados por el presidente del Ente Turístico Rosario (Etur), Héctor De Benedictis y diez representantes de la ORC, Operadores Receptivos de Córdoba, brindarán cada uno desde su stand en la Encotur, toda la información pertinente para que los visitantes de todos los países, conozcan los detalles y servicios de esos destinos turísticos del vecino país."	ES-AR
4791	"La Muestra de Teatro vivió ayer una jornada repleta de mujeres. Tanto el infantil 'Grillos y luciérnagas', como teatro de la Danza con 'Mi mapa de Madrid' y 'La marca preferida de las hermanas Clausman' aprecieron con autoras de los textos y con directoras. Además esta última estuvo protagonizada por dos actrices."	ES-ES
3723	"Tengo la sensación de que la crisis del poder oficial está en marcha y va a tener sus costos, no la veo como candidata, concluyó."	ES-AR
273	"Según FUNCAS, las comunidades que mejor han aguantado la crisis han sido las más diversificadas sectorialmente y que tienen una menor proporción industrial en su estructura productiva."	ES-ES
3498	"Con este acto, se busca el apoyo de la comunidad ""a la sanción de la reforma del Código Civil para que se amplíe el derecho a contraer matrimonio a las parejas formadas por personas de igual sexo"", informaron integrantes de la Federación Argentina de Lesbianas, Gays, Bisexuales y Trans(FALGBT)."	ES-AR
958	"Un eclipse lunar es un evento astronómico muy sencillo y seguro de observar. No es necesario el uso de instrumental alguno para contemplarlo, si bien unos prismáticos o un pequeño telescopio lo hacen aún más llamativo, y se recomienda situarse en algún lugar alejado de la contaminación lumínica. Durante el fenómeno, la Luna se encontrará en la constelación de Leo y, en la fase de totalidad, serán especialmente visibles la estrella Régulo y el planeta Saturno."	ES-ES
2799	"Tenemos la obligación de modificar y terminar con situaciones infrahumanas con que trabajan nuestros trabajadores agrarios y disminuir ese índice de la informalidad, sostuvo la legisladora, y aseguró que la ley ""va a garantizar que los trabajadores agrarios sean considerados como cualquier otro trabajador""."	ES-AR
3355	"El faltante de billetes en bancos y cajeros automáticos se profundizó ayer en distintos lugares del país y dejó a miles de personas sin dinero para el fin de semana, por lo que se produjeron numerosas protestas."	ES
4815	El primer tifón en azotar Filipinas este año derribó cables del tendido eléctrico y la mayoría de los muertos se produjeron tratando de escapar cuando la tormenta cambió de curso. Los desaparecidos son en su mayoría pescadores atrapados por la furia de las aguas en alta mar.	ES-ES
3333	"El acuerdo de la Junta Local de Gobierno dianense, fechado el 8 de julio del 2008, reconocía al ex edil socialista la dedicación exclusiva, por lo que sus emolumentos aumentaban de forma sustancial."	ES-ES
3227	"La dirección de France Telecom, que rechazó contabilizar estos actos, confirmó las cinco muertes a la AFP e hizo notar que no había relación entre ellas y que se habían producido en distintos lugares de Francia. ""Hasta ahora, ninguna correlación puede ser establecida entre esos dramas. Sin embargo vamos a proceder a exámenes en profundidad de las situaciones profesionales de cada uno de ellos"", afirmó un portavoz de la dirección."	ES
1927	"Según dijo, si se demuestra que alguien ""no ha hecho las cosas bien"" en los casos de corrupción que afectan a partidos y representantes institucionales, él es partidario de que el culpable ""no siga en política""."	ES
2145	"Menos contundente se mostró ayer la Coalición de Creadores e Industrias de Contenidos, que el lunes aseguraba ?y lo sigue manteniendo pero con un discurso menos agresivo? que si no prosperaba la ley Sinde recurrirían a la UE y pedirían una legislación más dura también contra los usuarios. A través de un comunicado, lamentaba la decisión y se dirigía a los grupos políticos «que tienen un papel fundamental en la defensa de la creación cultural», haciendo un llamamiento «a su responsabilidad política para que actúen en consecuencia en los próximos tramites legislativos de la LES»."	ES-ES
3416	"Frente a este informe, el equipo de Gobierno, concretamente, el portavoz del BNV, Pau Reig , se refirió a dos documentos, uno de ellos redactado por el ponente de la Ley de la Función Pública Valenciana, que validaba la manera de actuar del PSPV y Bloc."	ES-ES
3937	"Según los medios locales, el hecho ocurrió el pasado lunes a la mañana en “Prainha” (Playita, en castellano), en la ciudad de Arraial do Cabo, cercana a Río de Janeiro."	ES
260	"Carbajal tiene claro que su equipo no es inferior a ninguno y señaló que «a las tres plantillas las podemos tutear y si lo hacemos bien podemos ganar». No ve el técnico ningún equipo más favorito que el resto «estas fases suelen ser abiertas y se habla de favoritos pero al final influyen muchas cosas y se la puede llevar cualquiera. Si hacemos las cosas bien podemos aspirar a todo y vamos a tener ambición para aspirar a todo, después ya veremos donde podemos llegar»."	ES-ES
724	Ayer se vivió otra jornada histórica en la vida de este centenario club. Jamás habían acompañado tantos seguidores al Real Murcia en un desplazamiento. Hasta 16 autobuses al margen de los coches particulares trasladaron la 'marea grana' a Madrid.	ES-ES
4526	"Una mujer de Pekín que se divorció recientemente de su marido, con el que compartía una gran afición por los juegos ""online"", pidió que el dinero virtual y otros objetos obtenidos en la red fueran divididos entre los dos tras la separación, informó el diario local ""Beijing Morning Post""."	ES
4774	"Por otro lado, Bertero destacó el rol de las instituciones, porque “sería imposible tomar contacto con cada uno de los pescadores para encontrarle el rumbo a la actividad”, agregando que “por eso debemos trabajar diariamente en construir institucionalmente y participar en ese proceso”."	ES
1849	"Por último, como tercer acción, destacó “la informatización de la rendición de la leche que realizan los productores y el resultado de los análisis de laboratorios”."	ES-AR
1886	"La Unión Industrial Argentina (UIA) expresó ayer su fuerte preocupación y rechazo ""a las medidas de fuerza ilegítimas"" que impiden, por séptimo día consecutivo, el normal desarrollo de la actividad de Siderar (del grupo Techint), dispuesto por el Sindicato de Choferes de Camiones."	ES-AR
1220	"Además, cada box estará empapelado por afiches con las listas completas de diputados provinciales y de concejales, como lo establece la ley, en virtud de que por razones de espacio no se pueden publicar las listas completas en la boleta, donde sólo aparecen los primeros tres. En Rosario, por ejemplo, hay 36 listas de concejales, por lo que habrá 36 afiches en cada box, junto a los 19 de las listas de diputados provinciales."	ES-AR
3008	"En diciembre, el presidente de la Cámara de Diputados, Julián Domínguez, se había manifestado a favor de una reforma constitucional. De ese modo suscribió con la reforma que impulsa el juez de la Corte Suprema, Eugenio Zaffaroni, que busca reemplazar el esquema presidencialista por uno parlamentario. De hecho, ayer Díaz Bancalari refrescó que “nadie se horrorizó” en su momento ante la propuesta del juez."	ES
321	"No entiendo a estos jueces que liberaron a Chaín a pesar de que estuvo más de un año prófugo burlándose de la Justicia y que los informes psicológicos sobre su personalidad son lapidarios, manifestó."	ES-AR
32	"La acusación particular, que ejerce la que era pareja sentimental del fallecido, reitera la pena de 19 años de prisión e indemnización de 60.000 euros para ella. Según el letrado, la voluntad de Jesús Angel L.A. era ""matar a su padre""."	ES-ES
2575	"Finalmente, el incidente entre los hinchas de Nueva Chicago, ocurrido el 18 de enero en las inmediaciones del club, se cobró una nueva víctima. Se trata de Aldo Baranda, uno de los jefes de las facciones enfrentadas de la barra, quien estaba internado en el hospital Santojanni, a raíz de las heridas de aquella pelea en la que murió Agustín Alejo Rodríguez, de la facción Los Perales."	ES
2917	"Los entrenadores y los capitanes de ElPozo Murcia Turística y el MRA Navarra de Pamplona han presentado hoy la final de la Liga en la División de Honor de fútbol sala en un acto en el que los protagonistas han coincidido en que los dos equipos han llegado a esta fase ""por méritos propios"""	ES-ES
1667	"No obstante, el Gobierno indica que aún están pendientes de repartirse las plazas de la Oferta de Empleo Público de 2009, que se realizará a lo largo de este año, por lo que no puede precisar si supondrá un incremento en la plantilla del puesto de Algeciras."	ES-ES
3889	"Es conveniente, si comienza a llover de manera torrencial, que piense que existe riesgo de inundación. No atraviese con su vehículo ni a pie los tramos inundados y no intente salvar su automóvil en medio de una inundación."	ES-ES
1273	"“Si no tomamos medidas inmediatas y efectivas para proteger estos objetos, en 10 años no quedará ninguno”, dijo a China Daily Luo Xizhe, de la oficina de reliquias culturales provinciales de Shaanxi. Las autoridades piensan gastar más de 15 millones de dólares en equipos de vigilancia para las tumbas de Shaanxi en los próximos 5 años. El total del gasto en protección de reliquias culturales aumentó de US$ 120 millones en 2006 a 1500 millones en 2011."	ES-AR
141	"Brescialat se dedica a la elaboración de quesos, ricota y leche pasteurizada. Tiene sede en Sa Pereira, una localidad enclavada en plena cuenca lechera, a 50km de las ciudades de Santa Fe y Rafaela."	ES-AR
4202	"Además, 11 millones se destinarán a financiar proyectos o programas de atención que fomenten un envejecimiento activo y 6,6 millones a la convocatoria de subvenciones del año 2011 y 3,4 para el mantenimiento de las residencias en Albacete de titularidad pública."	ES-ES
3310	"Por cierto que los avances han sido tan rápidos y significativos, que la legislación nacional debe ser optimizada, para consolidar los logros obtenidos. No tengo dudas que la revisión requerida llegará a su tiempo."	ES
1796	"Frente a este dato, Ensinck destaca que un problema común que tienen las empresas argentinas se plantea en esa instancia. “Argentina es uno de los países donde existe un mayor número de emprendimientos por año, pero al mismo tiempo, el índice de caída o fracaso de los mismos es también mayor. Este fenómeno se da ya que para emprender un negocios es importante que se emprenda por oportunidad y no por necesidad, para ello hay que estar atentos a las oportunidades del mercado”, detalla."	ES
4076	"La cuestión central es qué pasará con los subsidios. Hoy, el boleto del subte cuesta $ 1,10, pero está fuertemente subsidiado , tanto que el propio Macri, semanas atrás, había dicho que sin el aporte estatal la tarifa del transporte debía costar $ 3,40 ."	ES-AR
70	"Bajo el punto de vista de José María Aznar, ""el problema aquí, como muy bien muestra el presidente Klaus en este libro, es que poco o nada tienen que ver con la ciencia buena parte de los abanderados del apocalipsis climático"", cuyos ""fieles devotos quieren ven en la hoguera a todo aquel que discrepa de la nueva religión""."	ES-ES
3230	"Mientras muchos se preguntan si puede alguien con un cuerpo así ser al mismo tiempo saludable, lo que ha generado revuelo son las afirmaciones positivas de Banks hacia la joven y los elogios acerca de ""tener la menor cintura del mundo""."	ES-ES
3031	"Otra de las ofertas de Formigal de este verano serán los vuelos panorámicos en helicóptero, las rutas de senderismo y marcha nórdica."	ES-ES
3136	"El 24 de diciembre marca el punto culminante en los establecimientos comerciales y para las nuevas clases media y alta de las ciudades se ha convertido en una fecha señalada. No para disfrutar de la compañía de la familia, sino para celebrarla en pareja, con una cena romántica en la que no falta el repertorio completo de villancicos y los gorros rojos con borla blanca sobre las cabezas de cada uno de los camareros. «Siempre reservo mesa en un buen restaurante occidental para llevar a mi chica», comenta Tang a la salida de la tienda de Gucci."	ES
4985	"El sistema se quebró por la depredación que habilitó la desregulación de los herramientas financieros. El crack de hace tres años se produjo por la especulación con hipotecas basura, que no eran otra cosa que valores fraudulentos bendecidos por las calificadoras. No fue lo único bajo la mesa. Aun después de estallar el desastre, se continuó con mecanismos que intermediaban con las deudas soberanas o privadas sin que sus operadores tuvieran relación directa con la contratación de esos títulos."	ES-AR
1558	"Ese peregrinaje no solo físico sino también espiritual de Pilar tiene ahora en la histórica ciudad de Nápoles una nueva etapa en su personal itinerario. Con el patrocinio de la Consejería de Cultura del Gobierno de Cantabria, el Instituto Cervantes de Nápoles, ubicado enfrente del Vesubio, será el marco idóneo para dar a conocer la propuesta de Pilar Cossío; una exposición en la que sirve en bandeja la diversión conceptual con los juegos visuales que descubre en lo inerte."	ES-ES
1969	"Así, señaló que «se ha diseñado esta campaña para diferenciar nuestra oferta turística dentro del panorama del turismo de interior de nuestro país y por eso utilizamos la imagen del Quijote y todo lo que simboliza a la hora de atraer viajeros»."	ES
2510	"De una manera parecida se han expresado Belén y Mehmet, trabajadores de la compañía aérea Turkish Airlines, que a lo largo de la mañana se han tenido que poner los abrigos para bajar a la calle a fumar. Ambos consideran que ""en España se va a tardar bastante en cumplir la ley porque es muy difícil decirle a un fumador que, de golpe, tiene que dejar el hábito."	ES-ES
2044	"En su opinión, el debate se debe centrar en «resolver los problemas de los vecinos, que es de lo que se trata», en una alusión velada a que no se mezcle con iniciativas de carácter más social."	ES
3235	"El pelotón cruzó la línea de meta 14 minutos más tarde que Paulinho, autor hoy del noveno triunfo de un corredor portugués en el Tour, y Kiryienka."	ES
